# Time	MagPro_X100	MagPro_X100_fit
-2.000000000000000164e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.990000000000000259e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.980000000000000355e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.970000000000000451e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.960000000000000547e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.950000000000000642e-05	-1.756010224570384547e-03	0.000000000000000000e+00
-1.940000000000000738e-05	-8.780051122851981280e-04	0.000000000000000000e+00
-1.930000000000000834e-05	-1.170938346284344789e-17	0.000000000000000000e+00
-1.920000000000000930e-05	8.780051122851744924e-04	0.000000000000000000e+00
-1.910000000000001025e-05	1.756010224570361128e-03	0.000000000000000000e+00
-1.900000000000001121e-05	2.634015336855547763e-03	0.000000000000000000e+00
-1.890000000000001217e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.880000000000001313e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.870000000000001408e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.860000000000001504e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.850000000000001600e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.840000000000001696e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.830000000000001791e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.820000000000001887e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.810000000000001983e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.800000000000002078e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.790000000000002174e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.780000000000002270e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.770000000000002366e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.760000000000002461e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.750000000000002557e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.740000000000002653e-05	1.756010224570568861e-03	0.000000000000000000e+00
-1.730000000000002749e-05	8.780051122853824424e-04	0.000000000000000000e+00
-1.720000000000002844e-05	1.960237527853792017e-16	0.000000000000000000e+00
-1.710000000000002940e-05	-8.780051122849901780e-04	0.000000000000000000e+00
-1.700000000000003036e-05	-1.756010224570176814e-03	0.000000000000000000e+00
-1.690000000000003132e-05	-8.780051122854064033e-04	0.000000000000000000e+00
-1.680000000000003227e-05	-2.198762005800602992e-16	0.000000000000000000e+00
-1.670000000000003323e-05	8.780051122849663256e-04	0.000000000000000000e+00
-1.660000000000003419e-05	1.756010224570152961e-03	0.000000000000000000e+00
-1.650000000000003515e-05	2.634015336855339597e-03	0.000000000000000000e+00
-1.640000000000003610e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.630000000000003706e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.620000000000003802e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.610000000000003898e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.600000000000003993e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.590000000000004089e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.580000000000004185e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.570000000000004281e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.560000000000004376e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.550000000000004472e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.540000000000004568e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.530000000000004664e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.520000000000004759e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.510000000000004855e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.500000000000004951e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.490000000000005047e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.480000000000005142e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.470000000000005238e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.460000000000005334e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.450000000000005430e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.440000000000005525e-05	2.634015336855576820e-03	0.000000000000000000e+00
-1.430000000000005621e-05	2.634015336855576820e-03	0.000000000000000000e+00
