# Time	MagPro_X100	MagPro_X100_fit
-2.000000000000000164e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.990000000000000259e-05	2.676811504222699045e-03	0.000000000000000000e+00
-1.980000000000000355e-05	3.383381038332246640e-03	0.000000000000000000e+00
-1.970000000000000451e-05	4.089950572441793802e-03	0.000000000000000000e+00
-1.960000000000000547e-05	4.796520106551341832e-03	0.000000000000000000e+00
-1.950000000000000642e-05	5.503089640660889861e-03	0.000000000000000000e+00
-1.940000000000000738e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.930000000000000834e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.920000000000000930e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.910000000000001025e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.900000000000001121e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.890000000000001217e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.880000000000001313e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.870000000000001408e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.860000000000001504e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.850000000000001600e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.840000000000001696e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.830000000000001791e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.820000000000001887e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.810000000000001983e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.800000000000002078e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.790000000000002174e-05	4.796520106551605510e-03	0.000000000000000000e+00
-1.780000000000002270e-05	4.089950572442057480e-03	0.000000000000000000e+00
-1.770000000000002366e-05	3.383381038332510318e-03	0.000000000000000000e+00
-1.760000000000002461e-05	2.676811504222962722e-03	0.000000000000000000e+00
-1.750000000000002557e-05	1.970241970113414693e-03	0.000000000000000000e+00
-1.740000000000002653e-05	2.676811504222483505e-03	0.000000000000000000e+00
-1.730000000000002749e-05	3.383381038332031101e-03	0.000000000000000000e+00
-1.720000000000002844e-05	4.089950572441578697e-03	0.000000000000000000e+00
-1.710000000000002940e-05	4.796520106551125859e-03	0.000000000000000000e+00
-1.700000000000003036e-05	5.503089640660673888e-03	0.000000000000000000e+00
-1.690000000000003132e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.680000000000003227e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.670000000000003323e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.660000000000003419e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.650000000000003515e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.640000000000003610e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.630000000000003706e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.620000000000003802e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.610000000000003898e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.600000000000003993e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.590000000000004089e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.580000000000004185e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.570000000000004281e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.560000000000004376e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.550000000000004472e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.540000000000004568e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.530000000000004664e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.520000000000004759e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.510000000000004855e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.500000000000004951e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.490000000000005047e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.480000000000005142e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.470000000000005238e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.460000000000005334e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.450000000000005430e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.440000000000005525e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.430000000000005621e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.420000000000005717e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.410000000000005812e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.400000000000005908e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.390000000000006004e-05	4.796520106551816279e-03	0.000000000000000000e+00
-1.380000000000006100e-05	4.089950572442287331e-03	0.000000000000000000e+00
-1.370000000000006195e-05	3.383381038332758817e-03	0.000000000000000000e+00
-1.360000000000006291e-05	2.676811504223230304e-03	0.000000000000000000e+00
-1.350000000000006387e-05	1.970241970113701790e-03	0.000000000000000000e+00
-1.340000000000006483e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.330000000000006578e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.320000000000006674e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.310000000000006770e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.300000000000006866e-05	1.970241970113175301e-03	0.000000000000000000e+00
-1.290000000000006961e-05	2.676811504222172122e-03	0.000000000000000000e+00
-1.280000000000007057e-05	3.383381038331720152e-03	0.000000000000000000e+00
-1.270000000000007153e-05	4.089950572441268181e-03	0.000000000000000000e+00
-1.260000000000007249e-05	4.796520106550815343e-03	0.000000000000000000e+00
-1.250000000000007344e-05	5.503089640660362505e-03	0.000000000000000000e+00
-1.240000000000007440e-05	4.796520106551964598e-03	0.000000000000000000e+00
-1.230000000000007536e-05	4.089950572442416568e-03	0.000000000000000000e+00
-1.220000000000007632e-05	3.383381038332869406e-03	0.000000000000000000e+00
-1.210000000000007727e-05	2.676811504223321810e-03	0.000000000000000000e+00
-1.200000000000007823e-05	1.970241970113774214e-03	0.000000000000000000e+00
-1.190000000000007919e-05	2.676811504222124417e-03	0.000000000000000000e+00
-1.180000000000008015e-05	3.383381038331672013e-03	0.000000000000000000e+00
-1.170000000000008110e-05	4.089950572441219609e-03	0.000000000000000000e+00
-1.160000000000008206e-05	4.796520106550766771e-03	0.000000000000000000e+00
-1.150000000000008302e-05	5.503089640660314801e-03	0.000000000000000000e+00
-1.140000000000008398e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.130000000000008493e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.120000000000008589e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.110000000000008685e-05	5.503089640660937566e-03	0.000000000000000000e+00
-1.100000000000008781e-05	5.503089640660937566e-03	0.000000000000000000e+00
